Group,Subgroup,ITEMS,NSW,VIC,QLD,SA,WA,TAS,ACT,NT,TOTAL
I1 Ultrasound,1 General,55028,"5,133","4,132","2,404",578,925,62,261,213,"13,708"
I1 Ultrasound,1 General,55029,19,14,6,3,3,1,0,0,46
I1 Ultrasound,1 General,55030,204,104,155,416,91,28,4,11,"1,013"
I1 Ultrasound,1 General,55031,1,0,8,0,0,0,0,0,9
I1 Ultrasound,1 General,55032,"127,789","84,122","69,220","15,135","27,697","4,503","5,027","2,004","335,497"
I1 Ultrasound,1 General,55033,"3,739","3,423",358,764,18,12,5,12,"8,331"
I1 Ultrasound,1 General,55036,"290,939","204,976","173,108","44,007","81,990","12,196","12,409","5,896","825,521"
I1 Ultrasound,1 General,55037,933,"1,570",227,286,83,34,3,6,"3,142"
I1 Ultrasound,1 General,55038,"172,409","132,059","110,453","27,989","44,299","7,954","7,237","2,894","505,294"
I1 Ultrasound,1 General,55039,"8,204","2,885",424,462,598,679,23,2,"13,277"
I1 Ultrasound,1 General,55048,"37,826","31,180","25,133","7,825","12,222","2,340","1,786",707,"119,019"
I1 Ultrasound,1 General,55049,87,45,71,5,14,2,0,1,225
I1 Ultrasound,1 General,55054,"79,244","43,628","34,467","12,935","17,459","2,100","2,358",791,"192,982"
I1 Ultrasound,1 General,55065,"262,728","234,847","172,442","49,384","86,745","11,049","13,138","5,808","836,141"
I1 Ultrasound,1 General,55066,"1,554",563,"1,792",546,600,8,291,13,"5,367"
I1 Ultrasound,1 General,55068,"23,358","18,577","23,006","6,212","2,303","1,372",450,71,"75,349"
I1 Ultrasound,1 General,55070,"31,477","31,671","19,152","11,744","11,141","2,978","1,362",746,"110,271"
I1 Ultrasound,1 General,55071,"8,468","4,108","4,335","3,087","5,853",514,296,144,"26,805"
I1 Ultrasound,1 General,55073,"1,065","1,917",585,732,9,1,6,5,"4,320"
I1 Ultrasound,1 General,55076,"188,428","102,825","101,952","9,997","48,203","5,538","7,037","2,764","466,744"
I1 Ultrasound,1 General,55079,192,320,79,137,3,1,2,3,737
I1 Ultrasound,1 General,55084,"1,278","2,587","2,537",54,63,13,36,184,"6,752"
I1 Ultrasound,1 General,55085,"9,522","11,437","1,987","3,228","3,806",193,11,115,"30,299"
I1 Ultrasound,2 Cardiac,55113,35,0,5,5,3,0,0,1,49
I1 Ultrasound,2 Cardiac,55114,1,1,0,0,6,0,0,0,8
I1 Ultrasound,2 Cardiac,55115,3,2,1,0,2,0,0,0,8
I1 Ultrasound,2 Cardiac,55116,9,1,1,0,0,0,0,0,11
I1 Ultrasound,2 Cardiac,55118,"6,490","2,309","3,252",845,"1,399",149,92,90,"14,626"
I1 Ultrasound,2 Cardiac,55130,54,117,68,43,4,28,7,3,324
I1 Ultrasound,2 Cardiac,55135,204,372,648,15,95,30,15,2,"1,381"
I1 Ultrasound,3 Vascular,55238,"65,185","52,410","28,311","12,273","18,103","2,626","1,688",323,"180,919"
I1 Ultrasound,3 Vascular,55244,"119,676","77,178","52,221","21,230","21,617","4,376","3,962","1,285","301,545"
I1 Ultrasound,3 Vascular,55246,"43,071","52,685","19,089","9,450","15,564","2,268","2,018",438,"144,583"
I1 Ultrasound,3 Vascular,55248,"5,677","4,205","2,190",577,848,105,160,25,"13,787"
I1 Ultrasound,3 Vascular,55252,"11,311","9,591","6,337","2,308","3,050",539,726,160,"34,022"
I1 Ultrasound,3 Vascular,55274,"44,028","23,370","22,126","5,321","8,673","1,636","1,309",232,"106,695"
I1 Ultrasound,3 Vascular,55276,"48,500","44,414","17,817","21,938","11,922","1,757","1,167",273,"147,788"
I1 Ultrasound,3 Vascular,55278,"40,926","23,068","13,033","12,106","5,064","1,913","1,047",141,"97,298"
I1 Ultrasound,3 Vascular,55280,557,261,278,74,189,2,7,1,"1,369"
I1 Ultrasound,3 Vascular,55282,124,156,94,87,65,1,4,1,532
I1 Ultrasound,3 Vascular,55284,283,218,128,87,166,5,47,23,957
I1 Ultrasound,3 Vascular,55292,"5,823","2,987","1,796",727,643,55,225,14,"12,270"
I1 Ultrasound,3 Vascular,55294,"1,750","1,337",323,242,285,49,9,0,"3,995"
I1 Ultrasound,3 Vascular,55296,"2,180","2,633",696,38,972,79,13,29,"6,640"
I1 Ultrasound,4 Urological,55600,"1,727",615,472,34,143,11,30,2,"3,034"
I1 Ultrasound,4 Urological,55603,"6,321","5,303","5,188","1,826","2,685",649,182,101,"22,255"
I1 Ultrasound,5 Obstetric and Gynaecological,55700,"109,076","75,744","69,171","17,133","31,636","5,391","6,008","3,174","317,333"
I1 Ultrasound,5 Obstetric and Gynaecological,55703,"18,630","16,309","10,921","4,283","4,853",532,779,167,"56,474"
I1 Ultrasound,5 Obstetric and Gynaecological,55704,"24,465","16,139","7,776","1,939","10,324",704,"1,506",632,"63,485"
I1 Ultrasound,5 Obstetric and Gynaecological,55705,"1,485",676,935,76,770,63,51,26,"4,082"
I1 Ultrasound,5 Obstetric and Gynaecological,55706,"63,926","48,337","38,075","9,335","21,122","3,278","3,541","1,851","189,465"
I1 Ultrasound,5 Obstetric and Gynaecological,55707,"35,613","32,066","27,514","10,720","8,960","2,235","2,333",690,"120,131"
